claim_id,customer_id,policy_id,age,insurance_type,region,claim_amount,policy_annual_premium,months_as_customer,num_previous_claims,police_report_filed,witnesses,injury_claim,vehicle_claim,total_claim_amount,fraud_reported
719,4644,586121,48,Life,Tangier,4285.84,3475.33,151,1,1,1,1,1,4807.93,0
720,5432,319222,30,Life,Casablanca,2071.95,12568.92,96,1,1,1,1,1,2443.27,0
721,2276,813806,71,Home,Marrakech,1722.9,3040.02,63,2,0,0,0,0,4449.77,0
722,6811,807788,52,Life,Fes,4762.75,13023.71,194,3,1,0,0,1,5142.37,0
723,1302,892879,33,Home,Rabat,1170.68,11669.65,167,2,1,1,0,1,5115.41,0
724,1638,629787,32,Home,Casablanca,2167.81,8762.99,66,3,1,1,0,0,5494.77,0
725,1055,663329,60,Life,Agadir,1739.74,9812.21,103,1,1,2,1,1,5446.61,0
726,9717,393459,35,Auto,Fes,8625.99,2009.15,46,2,0,1,1,0,4618.82,0
727,9150,232371,64,Health,Fes,312.73,1078.34,143,1,1,3,1,0,15300.07,0
728,3125,482650,54,Travel,Fes,1370.84,5294.38,16,1,1,0,0,1,32673.15,0
729,1364,760354,65,Health,Tangier,11022.72,12410.38,120,2,0,1,1,0,907.53,1
730,7809,850774,65,Travel,Tangier,1091.64,7253.89,90,2,1,1,0,0,2818.83,0
731,5621,312235,66,Travel,Tangier,3442.47,3739.21,72,2,1,2,0,0,534.51,0
732,6126,882119,58,Health,Tangier,22099.91,12600.96,16,0,1,3,1,0,8087.52,0
733,6122,453791,44,Home,Casablanca,3604.97,3815.1,85,1,1,1,0,0,17102.2,0
734,2646,394499,72,Life,Tangier,38894.32,12324.66,39,0,1,1,0,1,5494.42,0
735,1918,435949,52,Auto,Rabat,15992.44,7068.2,139,0,0,2,1,0,5553.11,1
736,3797,430511,69,Auto,Fes,1363.76,7220.68,216,2,1,0,1,1,2761.56,0
737,7506,472050,62,Auto,Casablanca,654.04,4454.43,36,5,0,0,0,0,5930.71,1
738,6870,479553,71,Health,Agadir,1444.18,13552.52,18,0,0,1,1,0,4560.09,0
739,2531,963787,52,Health,Tangier,4703.51,1787.39,151,3,1,0,0,1,14531.49,1
740,9172,216220,45,Home,Agadir,4516.59,2593.89,77,2,1,1,1,1,37794.32,0
741,4345,321421,56,Auto,Fes,6617.26,9720.33,49,1,1,3,0,0,23330.58,0
742,8673,449317,55,Home,Casablanca,981.93,12826.67,236,3,1,1,1,1,47380.04,0
743,7949,888428,26,Auto,Fes,1171.51,1884.04,170,1,0,2,1,0,9450.7,0
744,7882,875359,29,Health,Agadir,5826.9,11139.41,103,0,0,0,0,1,6886.63,0
745,2906,930819,32,Life,Casablanca,32502.77,11266.42,236,1,1,1,1,0,4838.28,0
746,4086,103089,38,Life,Marrakech,799.24,8932.08,44,1,1,0,1,1,7129.68,0
747,9152,985259,69,Life,Casablanca,2732.79,7557.56,109,1,0,1,0,0,6893.04,0
748,6750,382803,52,Life,Tangier,1935.7,5155.77,129,0,0,0,1,1,18478.79,0
749,9905,407322,59,Travel,Agadir,3549.09,5596.2,7,1,0,2,1,1,4116.03,0
750,2062,613269,50,Auto,Fes,708.62,10279.29,48,0,1,1,0,0,1726.06,0
751,2976,720253,68,Life,Fes,3313.46,1446.67,112,0,1,1,0,0,4768.12,0
752,2296,705556,36,Travel,Fes,12899.45,8981.56,213,3,0,0,0,1,1952.33,1
753,7229,447186,72,Travel,Rabat,424.63,4541.62,144,2,0,0,0,0,3966.44,0
754,8641,468615,40,Travel,Rabat,9850.12,7265.79,48,1,0,1,0,1,876.14,0
755,1125,301798,30,Home,Tangier,710.6,8605.2,206,1,0,2,0,1,5095.96,0
756,5632,432255,61,Home,Marrakech,4063.38,13342.06,171,3,0,1,1,0,2034.06,1
757,7288,337103,18,Travel,Rabat,5359.22,8896.59,51,2,0,1,1,1,10357.33,0
758,4596,869042,68,Life,Casablanca,4676.06,3793.81,107,1,1,2,1,0,3366.93,0
759,7168,789925,46,Auto,Agadir,1997.85,1652.16,66,2,0,0,1,1,723.87,0
760,8561,986867,41,Health,Tangier,6601.08,9591.33,31,1,1,1,0,0,3273.14,0
761,9258,189242,33,Home,Marrakech,659.39,8403.2,39,3,0,1,1,1,4521.13,0
762,1232,475348,42,Life,Casablanca,8932.83,10241.07,9,3,1,0,0,0,6853.45,1
763,7371,253956,72,Life,Fes,1706.09,7161.25,41,1,1,3,0,1,8358.03,0
764,5206,903631,40,Health,Rabat,4386.99,12464.32,63,1,1,1,0,0,2195.09,0
765,8943,684326,45,Health,Casablanca,1955.28,13842.61,14,1,0,0,0,0,2294.77,0
766,7891,682074,64,Life,Marrakech,18742.07,1080.06,58,2,0,0,0,0,4774.43,1
767,7738,996068,33,Health,Tangier,5046.06,11289.25,202,3,0,1,0,0,6660.72,0
768,3472,860330,60,Life,Casablanca,6524.2,1009.83,88,0,0,1,1,0,7885.63,0
769,3739,935726,73,Health,Tangier,7670.02,6953.9,97,0,1,3,0,0,12724.99,0
770,6401,833375,55,Health,Fes,2232.36,7193.25,98,1,1,1,0,1,919.59,0
771,2761,265250,28,Life,Marrakech,4218.05,10595.17,212,0,0,1,1,0,12967.57,0
772,1876,622820,20,Travel,Marrakech,3634.92,5609.85,192,3,1,0,0,1,11144.93,1
773,4812,362678,32,Life,Rabat,6463.21,12403.07,156,0,0,0,1,0,11500.5,0
774,2460,978260,18,Auto,Agadir,1746.34,5471.53,132,5,0,1,0,0,3934.76,1
775,2733,922564,24,Health,Marrakech,1276.8,5466.51,162,1,1,2,0,0,6341.16,0
776,2605,398254,18,Home,Casablanca,12310.15,3730.03,132,1,0,1,0,1,8044.26,1
777,6622,814114,66,Health,Casablanca,7662.2,10416.1,70,1,1,1,0,0,4086.96,0
778,7767,950012,49,Auto,Casablanca,1088.74,1610.51,186,1,1,1,0,1,12726.09,0
779,7986,515685,26,Home,Fes,29222.12,5764.3,86,2,1,1,0,1,1507.9,0
780,4517,426160,46,Home,Marrakech,1501.63,4369.92,4,1,0,0,1,0,10094.51,1
781,4735,146233,43,Life,Marrakech,3436.98,3825.37,50,5,1,2,0,0,8059.48,0
782,9434,297780,40,Travel,Casablanca,12117.72,1384.26,5,1,1,1,0,0,22460.76,0
783,3590,551448,62,Life,Rabat,11979.89,3260.56,75,2,1,1,1,0,34151.82,0
784,2063,848810,60,Home,Rabat,1278.5,6970.54,45,0,1,1,1,0,4057.36,0
785,5324,206311,46,Home,Marrakech,5545.21,7804.25,163,1,0,0,0,1,22881.85,0
786,6342,658697,69,Travel,Marrakech,2054.41,4407.82,211,3,1,1,0,1,6656.93,0
787,1005,870519,55,Health,Tangier,4931.88,9928.53,203,1,0,1,0,1,6846.98,0
788,8489,501954,50,Travel,Marrakech,2563.69,5369.0,203,1,0,0,1,0,7297.95,0
789,9659,596246,24,Life,Casablanca,1838.47,5825.06,117,0,0,2,1,0,1288.92,0
790,9195,910486,29,Health,Agadir,939.32,11848.05,27,0,0,1,1,0,15295.34,0
791,6966,129709,48,Life,Fes,12359.81,8503.52,130,0,1,2,1,1,1226.84,0
792,9837,733609,49,Travel,Marrakech,1221.05,14321.04,182,3,0,2,0,1,8138.45,0
793,1117,100363,71,Health,Marrakech,17362.08,5709.87,239,1,1,1,0,1,401.14,0
794,3551,896790,37,Travel,Casablanca,2095.27,12503.69,118,0,1,0,1,0,3955.76,0
795,6560,594829,72,Auto,Tangier,5332.54,11205.89,200,1,1,2,0,0,4863.95,0
796,5289,496456,68,Home,Agadir,18903.46,13407.74,226,1,0,1,1,0,9314.12,1
797,1846,565417,34,Health,Marrakech,1778.08,14373.47,104,3,1,1,0,1,20969.21,0
798,7316,145689,53,Home,Rabat,5251.22,611.31,212,1,1,0,0,1,4557.33,0
799,7469,364080,20,Auto,Rabat,5392.91,1780.32,215,0,1,1,1,0,1413.25,0
800,9915,998704,18,Health,Rabat,1339.58,10277.91,207,1,0,1,1,0,3140.04,0
801,1224,715362,67,Home,Fes,3892.13,6157.9,176,2,1,1,1,1,6224.82,0
802,5208,275037,44,Home,Fes,7286.25,12377.31,205,2,1,3,1,1,5736.75,0
803,7283,308606,70,Health,Agadir,22951.49,673.71,223,2,1,1,0,0,863.44,0
804,3048,100882,64,Home,Marrakech,1811.88,12201.17,49,1,1,1,1,0,2944.05,0
805,7233,513440,57,Home,Marrakech,4514.51,2461.01,110,1,0,1,1,1,2883.48,0
806,2828,991659,50,Health,Marrakech,2559.37,4708.61,78,1,0,0,0,0,3993.45,0
807,2917,879110,37,Home,Fes,3759.47,14551.63,1,1,1,2,1,0,8958.53,0
808,5234,225865,31,Home,Agadir,1465.35,1248.17,120,1,0,1,1,1,2233.04,0
809,7988,748033,53,Life,Marrakech,2433.66,5561.09,219,1,0,2,1,0,14281.98,0
810,3026,524041,22,Life,Casablanca,18432.2,1725.67,161,1,0,1,0,0,10287.83,1
811,4744,563956,40,Auto,Tangier,3473.49,12877.26,35,0,1,1,1,0,606.88,0
812,1009,128885,62,Life,Rabat,3266.02,10693.73,182,2,1,1,0,0,3236.04,0
813,1260,795416,73,Life,Rabat,1071.83,12104.89,56,2,0,2,0,0,6075.15,0
814,7038,496419,32,Auto,Casablanca,11039.05,8145.55,143,2,0,1,1,0,22264.07,0
815,3219,815601,23,Home,Marrakech,8236.68,5686.94,197,2,0,1,0,0,1482.38,0
816,8041,495460,50,Home,Agadir,3472.79,532.97,229,2,1,0,0,1,876.27,0
817,3060,460466,72,Life,Agadir,29183.2,4529.95,4,1,1,2,0,1,6145.45,1
818,6287,430763,36,Auto,Fes,1573.23,7961.03,110,1,0,1,0,1,1795.33,0
819,2619,121584,30,Home,Marrakech,853.41,10133.25,84,2,1,1,1,0,4567.91,0
820,9512,894953,46,Travel,Agadir,2660.02,3819.59,192,0,0,0,0,0,2370.1,0
821,2342,805377,23,Health,Marrakech,1078.51,2514.06,231,1,1,1,0,0,12344.14,0
822,3832,919973,32,Health,Rabat,3979.05,3423.42,22,1,1,1,0,0,10330.37,0
823,3824,653351,33,Health,Rabat,3254.63,5634.1,24,1,1,0,1,0,2680.0,0
824,2994,170268,41,Life,Fes,11890.3,2651.49,175,2,0,2,1,0,22267.41,1
825,4490,880594,40,Health,Rabat,1725.27,2773.85,75,3,1,1,1,1,5237.56,0
826,8984,750506,65,Health,Marrakech,4440.06,1134.4,110,3,0,2,0,1,6840.31,0
827,2604,480350,27,Travel,Casablanca,3722.99,12922.52,134,0,1,1,1,1,2534.52,0
828,1235,558168,71,Home,Fes,8095.32,3686.5,155,1,0,0,0,1,2352.31,0
829,2908,848414,58,Travel,Casablanca,767.78,12417.59,138,3,1,1,0,0,22768.32,0
830,9567,270635,58,Life,Marrakech,1015.02,6855.49,167,1,1,1,0,1,5519.11,0
831,4530,270824,66,Health,Fes,1488.16,9670.35,202,0,1,1,0,0,6168.13,0
832,6256,850593,34,Home,Casablanca,811.41,1597.68,110,2,1,1,0,0,2947.06,0
833,3635,495783,66,Health,Fes,6215.46,8961.92,90,0,1,2,0,1,6456.03,0
834,9162,509337,73,Health,Marrakech,6287.21,4704.93,37,0,0,0,0,0,5003.49,0
835,3560,700699,61,Life,Agadir,11053.21,1880.54,54,2,1,2,1,0,4826.7,0
836,6415,209876,62,Health,Fes,2502.69,13669.37,225,1,1,1,0,0,25607.3,0
837,4391,298153,47,Auto,Agadir,1711.51,9252.61,51,0,1,1,1,0,5618.12,0
838,6951,784500,61,Home,Marrakech,956.62,4004.76,60,0,1,0,0,1,1584.41,0
839,6468,764687,63,Home,Fes,14246.61,6584.9,72,2,1,1,0,0,8088.7,0
840,9007,123331,27,Auto,Fes,2283.13,5675.05,128,0,1,2,0,1,3401.3,0
841,7413,123004,72,Life,Agadir,1247.63,10658.41,51,2,1,2,0,0,1782.99,0
842,7941,338441,36,Health,Rabat,7335.71,9307.78,62,1,0,1,1,0,2404.34,0
843,5820,503708,46,Health,Agadir,1984.14,786.84,49,0,1,1,1,0,14614.55,0
844,3898,548013,19,Home,Agadir,828.52,3368.49,179,4,0,0,0,0,1758.35,1
845,8546,289167,53,Life,Agadir,1052.75,7432.86,28,1,1,2,0,0,1848.88,0
846,1077,949649,36,Life,Marrakech,3323.01,6959.54,164,0,0,1,0,1,5233.34,0
847,8577,713332,24,Life,Tangier,823.22,7991.79,232,2,0,2,0,0,3539.83,0
848,5227,895477,43,Health,Agadir,2690.0,10864.76,153,2,0,1,1,1,1843.59,0
849,1600,382260,32,Life,Fes,1056.02,10389.13,164,2,0,0,0,1,12331.28,0
850,2065,642955,64,Auto,Casablanca,957.97,5905.79,77,1,0,1,0,0,3221.95,0
851,3136,437201,73,Travel,Rabat,1659.82,13224.93,188,2,1,1,0,1,1346.09,0
852,7943,698493,55,Life,Agadir,3608.83,1412.52,7,0,0,1,0,1,6625.46,0
853,8804,127302,20,Travel,Agadir,4373.84,8975.39,65,1,1,0,1,1,11097.74,0
854,7565,504499,55,Health,Rabat,9037.98,14270.44,201,1,0,2,0,0,7865.84,0
855,6984,262007,33,Life,Agadir,1164.83,8461.68,123,2,0,0,0,0,9492.52,1
856,6142,696822,19,Home,Fes,15832.35,7099.04,220,2,1,2,1,1,9335.66,0
857,5670,849702,48,Health,Tangier,78052.87,2441.81,36,0,1,0,0,0,3761.16,0
858,3190,262696,45,Auto,Agadir,1800.94,12247.74,238,0,1,3,0,0,3090.32,0
859,3712,113440,24,Auto,Rabat,357.59,5920.03,222,0,1,3,0,0,2511.01,0
860,3192,473145,47,Travel,Agadir,368.75,10668.07,73,2,0,1,1,0,4881.0,0
861,2248,408645,60,Travel,Marrakech,1642.25,3364.43,30,1,0,3,1,0,957.35,0
862,5033,494485,24,Home,Fes,1296.03,1107.02,227,1,1,2,1,0,1548.43,0
863,2997,894300,53,Home,Fes,2999.4,4929.28,47,4,1,0,1,0,18555.25,0
864,4687,785611,46,Auto,Tangier,5485.93,4580.5,91,3,1,3,0,0,12050.03,0
865,5018,440053,41,Life,Marrakech,636.96,13165.39,29,0,0,0,0,0,5738.76,0
866,2970,708811,69,Auto,Marrakech,2426.42,13037.77,5,5,0,0,1,1,22645.35,1
867,9389,794089,56,Auto,Tangier,1624.29,8241.47,65,4,0,1,0,1,7203.83,0
868,6765,640022,21,Home,Casablanca,34291.79,775.48,235,0,1,0,0,0,5052.06,1
869,2202,797789,46,Travel,Agadir,567.99,3810.71,115,1,0,0,1,0,1268.9,0
870,9135,272409,61,Home,Marrakech,1199.21,9765.68,197,2,1,3,0,0,3723.83,0
871,6567,533541,22,Home,Casablanca,3103.35,1970.42,63,2,1,3,0,1,13085.82,0
872,8667,445744,72,Home,Casablanca,1208.92,10659.02,93,0,1,2,1,1,8607.4,0
873,6742,894865,46,Auto,Fes,11611.35,673.45,184,2,0,1,1,0,34801.11,1
874,6788,607173,47,Life,Agadir,876.69,10396.78,17,4,0,3,0,1,5034.61,0
875,6408,764471,46,Auto,Fes,993.21,12745.82,127,1,1,0,0,0,380.17,0
876,9669,728274,43,Health,Rabat,12877.27,7303.66,51,1,1,3,0,0,7221.74,0
877,1922,950185,36,Home,Fes,714.02,12521.67,113,1,1,1,0,0,424.6,0
878,1419,738071,43,Home,Marrakech,8115.31,11832.15,37,2,0,2,0,0,3044.7,0
879,3204,311655,54,Health,Marrakech,1731.8,10235.58,88,3,1,1,1,1,12007.04,0
880,2120,566836,44,Home,Agadir,1419.4,6954.66,116,1,1,3,0,0,26472.69,0
881,1950,908183,47,Home,Casablanca,1620.66,4442.61,125,1,1,2,1,1,1746.37,0
882,3336,771813,68,Home,Marrakech,776.93,12982.53,219,1,0,2,1,1,7322.95,0
883,6373,841204,70,Health,Fes,8852.7,9904.56,137,1,0,1,1,0,23757.58,0
884,3243,532184,47,Auto,Fes,3509.68,12071.24,38,3,0,2,0,1,5411.39,0
885,3645,261149,20,Home,Agadir,8683.29,8503.52,53,1,1,2,0,0,2654.86,0
886,5612,339654,60,Life,Fes,12229.64,2992.06,141,2,0,0,1,0,31162.07,1
887,2865,527991,24,Health,Tangier,5705.76,14701.85,90,0,0,1,1,1,13251.86,0
888,7028,289216,66,Travel,Agadir,521.48,3149.71,53,2,0,0,0,1,5253.78,0
889,8326,935002,74,Health,Agadir,931.56,13713.0,203,2,1,2,1,0,1065.51,0
890,7371,277169,26,Auto,Marrakech,8275.85,3518.01,119,0,1,0,0,0,3441.46,0
891,7359,910935,70,Health,Agadir,3186.27,5919.37,216,1,1,3,1,0,2368.22,0
892,8863,758139,58,Travel,Rabat,6505.84,6881.21,119,1,1,1,0,1,881.94,0
893,4228,973272,59,Life,Marrakech,2679.23,13859.95,225,0,1,0,1,1,18945.54,0
894,4719,231827,30,Travel,Marrakech,1780.0,13378.88,49,0,0,3,1,1,8717.97,0
895,3371,401407,32,Health,Tangier,6515.79,12436.7,122,2,1,0,1,0,2416.58,0
896,3891,994923,71,Travel,Marrakech,375.06,5961.79,70,0,1,1,1,1,2737.92,0
897,4756,417231,22,Health,Casablanca,2031.07,565.15,163,0,1,2,0,0,3107.83,0
898,5225,675770,46,Life,Fes,3228.5,10382.96,16,2,0,1,0,0,1810.84,0
899,1094,222989,52,Life,Fes,3829.28,6458.83,13,1,0,1,0,1,84739.04,0
900,3674,510616,44,Auto,Agadir,630.56,11477.34,236,2,0,2,0,1,2401.95,0
901,7898,926547,44,Life,Tangier,662.66,12025.35,121,1,0,3,0,1,3561.21,0
902,1793,376393,25,Home,Fes,1859.79,6875.99,139,2,1,0,0,1,2470.52,0
903,3116,868543,49,Travel,Casablanca,2764.69,11347.49,87,5,0,0,1,1,818.62,1
904,6779,734649,37,Travel,Tangier,19265.48,12679.09,130,3,0,1,1,0,1432.91,1
905,7166,911032,27,Health,Rabat,1039.43,13962.9,94,2,1,1,0,1,14182.37,0
906,1814,399850,30,Life,Fes,1649.51,8945.6,19,2,1,1,1,0,3547.67,0
907,1345,905654,46,Auto,Marrakech,20126.67,11787.94,104,1,1,0,0,0,7439.66,1
908,9554,461185,52,Auto,Casablanca,10688.3,7671.19,45,0,1,1,0,0,7761.07,0
909,3443,990936,71,Auto,Casablanca,783.05,1104.11,174,2,1,2,1,1,7781.05,0
910,8783,141139,25,Home,Fes,6704.51,2750.71,47,5,1,0,0,1,2455.86,1
911,1984,739207,46,Life,Agadir,8094.04,2359.26,177,1,1,0,0,0,26621.46,0
912,8790,871965,48,Auto,Rabat,3770.28,2990.6,79,1,0,1,0,1,12347.28,0
913,1827,403446,58,Home,Marrakech,729.36,648.08,42,1,0,0,1,0,7912.14,0
914,4531,325756,47,Travel,Rabat,1458.84,12951.25,161,0,0,1,0,0,6317.62,0
915,8147,449982,39,Health,Rabat,1403.11,8622.17,108,3,1,1,0,0,1239.6,0
916,5451,764006,38,Life,Fes,5623.39,6055.68,169,1,1,1,0,0,11264.83,0
917,4876,768903,29,Life,Marrakech,1780.55,6441.79,119,0,1,1,1,0,4307.17,0
918,6959,849856,28,Travel,Fes,2169.47,7218.59,197,1,0,1,0,1,2185.89,0
919,1126,778145,19,Life,Fes,1447.52,1571.31,86,0,0,2,0,0,1770.26,0
920,4177,964785,67,Life,Agadir,459.37,4482.65,219,1,1,3,0,1,13127.9,0
921,9795,451136,58,Life,Casablanca,67111.84,12848.58,111,0,1,1,0,0,1216.19,0
922,7024,937860,19,Life,Agadir,4833.62,11283.29,227,3,1,1,0,1,3296.57,0
923,6109,648065,51,Home,Agadir,17438.15,8669.38,19,3,0,0,0,1,5767.56,1
924,5146,157939,20,Home,Fes,781.55,7470.21,39,0,1,2,1,1,4238.88,0
925,8196,546242,33,Health,Agadir,18443.32,4255.11,135,4,1,1,0,0,7453.88,1
926,4368,972882,68,Life,Agadir,1852.39,7333.2,39,3,1,0,0,0,15909.13,1
927,4797,123548,21,Travel,Tangier,5632.62,9168.9,98,2,0,0,1,1,9124.1,0
928,2792,556437,40,Auto,Marrakech,9799.63,10833.25,34,2,1,0,0,0,5243.09,0
929,6732,749837,74,Health,Casablanca,18272.13,2916.28,219,3,0,0,1,0,3145.32,1
930,4476,533917,67,Auto,Marrakech,2819.59,12290.1,172,0,1,1,0,1,1172.05,0
931,4417,544503,37,Auto,Casablanca,893.18,5514.26,197,3,1,3,1,0,4609.26,0
932,2645,237799,42,Life,Tangier,2928.58,7797.24,68,2,0,2,1,1,3378.83,0
933,4030,865820,47,Travel,Fes,6058.74,9314.61,191,1,1,1,0,0,8334.53,0
934,3872,281789,35,Auto,Casablanca,1567.04,7577.38,199,3,1,1,0,0,4289.62,0
935,4072,525643,59,Auto,Casablanca,1794.12,8793.38,48,2,1,1,0,0,13899.39,0
936,2854,772052,28,Health,Casablanca,465.02,2117.09,3,2,0,1,1,0,3164.59,0
937,5021,655913,46,Travel,Tangier,921.68,6766.25,213,0,0,1,0,0,2808.68,0
938,5662,911350,34,Travel,Marrakech,5080.47,4566.78,162,1,1,0,1,1,7501.77,0
939,7514,534352,43,Auto,Tangier,8589.8,1747.38,113,2,1,1,1,1,5472.61,0
940,6031,739169,73,Travel,Casablanca,11182.52,3278.91,137,1,1,1,0,1,7185.7,0
941,3708,545625,74,Health,Agadir,45759.08,9235.45,61,4,1,0,1,0,4307.84,1
942,8112,902009,40,Health,Casablanca,17779.4,3351.95,148,3,1,0,0,1,5044.54,1
943,9393,447299,73,Health,Agadir,2483.87,3125.43,168,3,1,0,0,1,3653.97,0
944,4507,211776,69,Life,Fes,969.89,8516.04,125,4,1,1,0,0,5613.27,0
945,7456,985678,65,Auto,Tangier,2192.12,13618.19,12,3,1,1,0,0,16919.63,0
946,5212,858284,37,Travel,Agadir,1538.57,11936.05,103,0,0,0,0,1,2953.77,1
947,8970,882119,62,Health,Tangier,3637.53,13623.79,238,1,1,0,0,1,2680.93,0
948,9766,613624,19,Auto,Rabat,8683.08,8953.21,28,1,1,0,1,1,6765.38,0
949,1536,312803,41,Auto,Marrakech,5301.36,6443.98,176,2,0,3,1,1,4083.43,0
950,2625,258761,48,Life,Rabat,19754.69,11079.8,225,1,0,1,1,0,20182.87,0
951,8973,766514,44,Travel,Agadir,4791.65,4289.78,202,1,0,0,1,1,9894.19,0
952,9577,597873,19,Travel,Rabat,645.02,1631.78,75,2,0,1,1,0,11560.12,0
953,9070,457092,74,Health,Marrakech,1504.19,5496.91,135,2,1,0,0,0,12648.56,0
954,9666,121341,31,Health,Agadir,4832.36,4838.93,82,1,0,1,0,1,2549.32,0
955,9609,459698,21,Auto,Fes,3922.18,10295.31,83,0,0,0,0,1,5500.59,1
956,7490,305753,66,Travel,Fes,14327.03,8494.76,142,0,1,3,0,1,9675.3,0
957,4600,994230,30,Travel,Marrakech,3006.24,2504.81,209,0,1,3,1,1,4937.31,0
958,7783,408474,53,Health,Marrakech,2412.25,13673.31,215,0,1,1,1,0,2004.3,0
959,5971,873429,52,Home,Agadir,450.89,9103.41,147,2,0,2,1,0,12436.67,0
960,2205,449903,61,Auto,Tangier,1132.22,7136.42,54,0,1,1,0,0,4127.61,0
961,2990,823776,71,Travel,Agadir,4317.91,14089.33,188,4,1,3,1,1,6648.88,0
962,6299,880427,72,Life,Tangier,3833.7,1910.88,237,0,1,1,1,1,8797.95,0
963,4572,448951,25,Life,Tangier,6086.71,11949.1,67,1,1,0,0,1,22307.33,0
964,6975,919745,19,Home,Tangier,5118.91,5787.65,162,1,0,0,0,1,6028.15,1
965,7320,409044,23,Health,Agadir,2601.79,10583.15,89,2,1,0,1,1,654.52,0
966,5380,178840,48,Health,Casablanca,896.02,13995.52,169,3,1,1,0,1,5897.03,0
967,5757,265767,71,Health,Casablanca,2983.01,8006.84,159,1,1,0,1,0,6511.73,0
968,3713,261297,27,Life,Fes,2826.81,828.26,167,0,0,1,1,0,926.84,0
969,6588,972504,61,Health,Casablanca,15462.7,918.3,78,1,1,1,0,1,21428.92,0
970,1966,982799,38,Life,Casablanca,14673.88,5293.13,229,2,1,2,0,0,348.03,0
971,5944,149156,59,Home,Tangier,1678.18,11834.04,180,1,1,1,1,1,8773.71,0
972,4432,308281,27,Auto,Tangier,1413.32,4679.79,175,1,1,1,1,1,1063.19,0
973,1688,187453,40,Travel,Marrakech,587.33,5349.79,20,2,1,1,0,1,14310.46,0
974,5243,783189,20,Home,Tangier,2445.82,11874.68,96,0,1,2,0,0,8642.96,0
975,4701,125938,49,Life,Agadir,1687.41,2184.74,225,1,1,0,0,0,21478.94,0
976,9533,159164,37,Home,Marrakech,68104.05,12778.79,180,2,1,0,1,0,8252.56,1
977,6182,547746,27,Travel,Marrakech,781.76,4353.99,95,2,0,2,0,1,7003.52,0
978,7704,823559,46,Auto,Casablanca,3198.05,1242.73,71,1,0,2,0,1,3541.58,0
979,5422,684570,58,Travel,Tangier,1378.25,2201.47,190,3,1,1,1,0,866.79,0
980,2759,409945,69,Life,Casablanca,3070.33,14312.05,133,1,0,1,0,0,43495.45,0
981,3482,502681,68,Travel,Tangier,1998.05,7044.2,185,3,1,0,1,1,3028.84,1
982,9058,365470,63,Home,Casablanca,7893.51,4218.35,132,0,1,0,1,0,6888.28,0
983,1951,782954,51,Health,Casablanca,5056.26,8058.43,139,1,1,3,0,1,2157.53,0
984,9914,215819,54,Home,Casablanca,7583.11,10394.03,19,3,0,0,0,0,1680.79,1
985,3079,366907,37,Life,Agadir,1209.06,5122.58,102,2,1,1,0,1,5216.24,0
986,3717,581873,25,Auto,Fes,10885.25,11016.43,212,0,1,2,0,0,7451.33,0
987,5524,241900,24,Travel,Casablanca,1672.31,4157.65,27,1,1,0,1,0,28493.2,0
988,9477,409732,23,Auto,Rabat,551.42,2128.89,29,4,0,0,0,0,13440.46,1
989,8311,897653,28,Life,Rabat,2396.42,8470.77,18,0,0,1,0,1,6510.49,0
990,8186,504427,61,Travel,Rabat,3415.36,2691.22,165,4,1,1,0,0,4628.38,0
991,3065,637857,35,Home,Agadir,665.35,14137.03,189,0,1,0,0,1,6937.37,0
992,1768,327966,68,Home,Marrakech,8504.19,506.51,175,3,0,0,0,0,3784.34,1
993,6490,137860,59,Life,Casablanca,1126.2,11457.59,89,0,1,0,1,1,6367.88,0
994,7645,302630,74,Travel,Rabat,1069.83,4552.36,20,0,1,0,0,0,2217.64,0
995,6083,931769,46,Home,Agadir,2980.81,12768.26,70,2,0,0,0,0,2824.3,0
996,6232,623225,42,Life,Marrakech,8339.55,1372.19,100,2,1,1,1,0,4668.35,0
997,6797,768875,38,Life,Rabat,692.99,14318.51,177,1,1,0,1,1,6792.44,0
998,5926,695983,63,Auto,Tangier,9216.53,1970.23,143,1,1,2,0,0,4365.2,0
999,7016,353078,20,Home,Fes,223.35,11924.3,18,0,0,0,0,0,5961.69,1
1000,4335,866887,35,Travel,Casablanca,4432.87,8001.46,38,1,0,1,0,1,1973.66,0
1001,9038,468893,41,Home,Fes,768.44,6740.72,120,2,1,1,0,0,1478.76,0
1002,5873,255976,64,Home,Fes,1143.37,4562.26,89,1,0,2,1,0,4675.3,0
1003,2481,815295,55,Home,Tangier,23991.74,12699.86,84,4,1,0,0,0,909.96,1
1004,7305,930222,27,Life,Tangier,910.69,3396.4,150,0,1,0,1,0,11614.09,0
1005,4451,955012,44,Health,Tangier,2786.41,10958.0,204,1,1,2,1,0,1243.01,0
1006,1054,105636,29,Health,Marrakech,828.77,6963.98,233,1,0,2,1,1,3325.48,0
1007,8643,361578,24,Auto,Rabat,7502.76,14978.18,104,2,1,0,0,0,8128.14,0
1008,4462,439273,34,Home,Casablanca,4869.43,9365.29,188,0,0,0,0,1,12282.34,0
1009,1832,383816,18,Health,Tangier,5766.16,2010.75,111,1,1,2,0,0,9339.93,0
1010,6954,892244,67,Auto,Agadir,11580.1,6583.06,225,0,1,0,1,1,7983.78,1
1011,9519,327693,43,Life,Casablanca,1987.49,1461.34,221,0,0,2,0,1,64372.51,0
